사투리,표준어
편안하지 않으꽈,편안하잖아요
느낌예,느낌요
겅허면,그러면
셋이랜,셋이라고
골았지 않우꽈,말했잖아요
겅,그런
않우꽈게,않아요
벌거멍,빨개져
해가멍도,가면서도
촘는,참는
불러당예,불러서요
빠게,#빠게
됐어예,됐어요
햄주게,했었죠
비석거리랜,비석거리라고
우드랑,울퉁
않앴수과,않았어요
드릉당 와당당한,울퉁불퉁한
자흘락하게,미끄러지면서
잡으멍,잡으면서
데껴불멍,던지면서
잘라지멍,잘리면서
솔을,살을
밭디를,군데를
꼬매는,꿰매는
통소에,뒷간에
아잔예,앉아서요
고방,쭈그려
아장예,않아서요
외는,외치는
어딧수과,어디 있어요
바농만,바늘만
가져당,가지고
핸에,해서
들러지난,들러지니까
데싸지난,뒤집어지니까
닮으난,같으니까
아장이,앉아서
울멍이,울면서
꼬맨,꿰맨
엇주게,없지
꼬매부난,꿰매버려서
엎어진난,엎어져서
꼬매난,꿰맸던
해신디,했는지
붙언,붙어
물민,물면
쌍도,싸서
앗당,가져다가
부비기도,비비기도
개씹,다래끼
알아마씸,알아요
했수다게,했어요
허민,그러면
나게,나
나랑,나는
경해,그래서
이선,있어서
해놨수다만은,했었는데
개씹이,다래끼가
나난에,나서
신장네,#신장네
도외,바깥
집이주게,집이거든
붙어이신,붙어있는
안네,안에
올레,#올레
긴긴한,긴
않읍니까게,않아요
매날,매일
신장,#신장
놀민,놀면
나가난,나니까
남댄,난다고
나민,나면
골아도,말해도
말이난,말이니까
골아사주,말해야지
이시민,있으면
개좆,다래끼
구안을,#구안을
되켄,되겠대
개씹만,다래끼만
구안해지민,#구안해지면
허주게,하죠
구안하는,#구안하는
구젱기딱살,소라딱지
알아줍니까,알아요
구젱기,소라
먹어나민,먹고 나면
속업드레,속에
않우꽈,아니에요
어둑어,어두워져
컴컴해놨수다게,깜깜했어요
세멘에다가,시멘트에다
못해주난,못해주니까
호쏠씩,#호쏠씩
못해놨수다게,않았어요
맨들듯이,만들듯이
맨드라그네,만들어서
그레,거기에
우테레,위에
게믄이,그러면
소떡,#소떡
차불민,차버리면
구젱기들에,소라에
싸그네,싸서
놔그네,놓고
와부러,와버려
와그네,와서
새벽이,새벽에
아니게,아니야
콤콤하난,캄캄하니까
어서져부러,없어져
겡,그럼
누겐지,누구인지
차랜,차라고
어서지는디,없어지는데
수술하래,수술하러
맞으면은,맞으면
말랜도,말라고도
해놔서,했어
되가난에,되니까
먹어부난,먹으니까
그거여,그런 거야
것인디,것인데
생각남져게,생각난다
해났지양,해봤지요
그자락,그렇게
그까장,그렇게까지
들엄수다,들었어요
시집이가,시집이
후에고,후고
봉가다그네,얻어다가
엇수게,없잖아
이심,있으면
모아졍,모아져
모아놨두민,모아두면
거여,거다
골아났주게,말했거든
나부난,나서
싸민,싸면
앉혀나그네,앉혀 놓고
트민,트면
봐보민,봐보면
엎어졍,엎어져
차벼서,차버려서
차신디,찼는지
헛거져신디,어지럽힌 건지
좋켜,좋겠다
장난삼아그네,장난삼아서
허민이,하면
구젱이닥살데레,소라껍질에
싸라게,싸라
별도다만은,별도지만
도새기불,돼지불알
해다그네,해다가
불어납디가,불어봤어요
우리는양,우리는요
하민이,하면
사라노난,사니까
숫도새기,숫돼지
불을,불알을
뒤집엉,뒤집어서
씻쳐그네,씻어서
풍선고추룩,풍선처럼
불민,불면
돈돈해여,단단해
뚜꺼와부난,두꺼워서
뚜꺼워서,두꺼워서
불어그네,불어서
속음에,속에
놓든지,넣든지
놓으면,넣으면
노민,넣으면
보름으로,바람으로
불어주민,불어주면
싸와,싸워
지집아이들,여자아이들
잡으민,잡으면
소나이들,남자아이들
담아주민,담아주면
심어그네,잡아서
던지민,던지면
시멍,잡고
독고,#독고
문잘문잘해여,미끌미끌해
물기이서가,물기있어서
겜,그러면
다락다락,툭툭
털어져,떨어져
알데레,아래로
털어지고,떨어지고
털어지민,떨어지면
받아그넹,받아서
좋아그네,좋아서
해났수다,했어요
장난감이라,장난감이야
도르멍,#도르면서
볼르멍,밟으면서
자빠지멍,자빠지면서
해졈수다게,하게 되네요
조미지게,재미있게
생각했주게,생각했거든
오래됐수게게,오래됐잖아요
대화하젠,대화하려고
쓰주,쓰지
겅해연,그랬어
말안,안 했어
잊어벳다그네,잊어버렸다가
@이름1영,@이름1랑
구사,말
잊에벼,잊어버려
행,그래서
해여그네,해서
놀아불민,놀아버리면
앞에서가,앞에서
심고,잡고
잡앙만,잡고만
경해당,그러다가
앞인,앞에는
세맨을,시멘트를
해노난,해 놓아서
올리다그네,올리다가
자빠지민,엎어지면
밀어먹기도,긁히기도
꺾어져나신디,꺾어졌었는데
밀어먹네,긁히잖아
이런디,이런데
세면,시멘트
세면에,시멘트에
엎어지민,엎어지면
밀어져가난,긁히니까
무사게,왜
가져다그네,가져다가
부딪쳥,부딪혀서
발라그네,발라서
요레,여기에
치대겨그네,치대서
무시거로,뭐로
따가왕이,따가워서
거꽈게,거에요
둘러그네,둘러서
발라난,발랐던
다치민,다치면
발르고,바르고
심엉이샤,잡고 있어
심으민,잡으면
터져부난이,터져서
발랐져,발랐어
겅허명,그러면서
굴렁,굴러
뎅겨났수다게,다녔어요
볼르고,바르고
어디서,어디 있어
볼랑,발라서
알지예,알지요
삐염,#삐염
이서났수다게,있었어요
노리롱한,노르스름한
말하민,말하면
치자예,치자요
고루,가루
카,타
카그네,타서
고무,#고무
빼를,뼈를
빼,뼈
그거민,그거면
발라부난,발라버려서
지줏돌,주춧돌
고룩한,#고룩한
붙드는,붙는
디다가,데다가
받쳥,받쳐서
펄이고,팔이고
살았주게,살았지
거라예,거에요
물어부런,물어버렸어
둥그랑한,동그란
무난,무니까
거기서가,거기서
발라줍디다게,발라주더라고요
물언,물었어
하카부댄,할까 봐
누리고,적고
나상,나아서
페적은,흉은
했주만은,졌지만
했주게,졌지
타,따
않으꽈,않았어요
구름비낭,까마귀쪽나무
구름비낭이,까마귀쪽나무
꺼멍한,까만
똥나무랜,똥나무라고
열매영,열매랑
열어졍,열려서
낭이래는,나무라는
나스미깡예,하귤
부러워나고,부러웠고
미깡낭,귤나무
부러왕,부러워서
가지카,갈 수 있을까
배낭이시난,배나무있으니까
우영밭디,텃밭에
심어신디,심었는데
노랑해부런,노랗게 됐어
살련,살렸어
바당물이,바닷물이
바당이난,바다니까
농사도게,농사도
뭐게,뭐
배때기나,#배때기나
해당,해다가
심엉,심고
할려고,하려고
핸게만은,했는데
어려워신가,어려웠었나
허니깐,하니까
먹잖아예,먹잖아요
각제기젓,전갱이젓
고등애젓,고등어젓
걸어당들,다들 걸어다가
멜도,멸치도
들었지만은,들어있지만
들언예,들었어요
널어난,널어져서
걸름으로,거름으로
널엉으네예,널어서
됩니께,되잖아요
매역해나민,미역하면
감태영,감태를
모다졍,모여서
펄민,팔면
톳하고예,톳하고요
톨,톳
톨이랜,톳이라고
뭠예,모자반이요
뭠,모자반
멀리고,말리고
거주게,거죠
겅허다,그러다
깅이,게
깅이같은,게같은
근북같은,군부같은
않주만,않지만
오분재기게,오분자기
오분재기,오분자기
잡앙,잡고
와도게,와도
오분재기를,오분자기를
조개랜,조개라고
했수과,했어요
오분자,오분자기
오분재기가,오분자기가
오분재기랜,오분자기라고
오분재긴인데,오분자기인데
조개옌,조개라고
불러나서,불렀어
먹으라,먹어라
했져,했다
어서난?,없었어?
조개라,조개야
조개하단,조개하다가
나와서,나왔어
조개영,조개라고
불렀수다,불렀어요
잡으래,잡으러
어디랜예,어디에는요
겅핸게,그러던데
얘기했주만은,얘기했지만
바당에,바다에서 난
우연네,#우연네
심음,심으면
호나만,하나만
아사도,가져도
절도라났수다,절도였어요
심어가그네,잡혀가서
어멍들,엄마들
해났수나게,했어요
담데레,담 쪽으로
쳐졍,쳐져서
따베도,따버려도
절도라나서,절도였어
미깡낭이,귤나무가
안 하지만은,않지만
오빠들은양,오빠들은요
보민이,보면
절도죄랜,절도죄라고
심어갔댄,잡혀갔다고
행이,해서
봥으네,봐서
데령오고,데려오고
겅해도,그럼에도
주인한티,주인한테
거,거지
가져갔댄,가져갔다고
고소해시민,고소했으면
났주,났지
난리나주만은,난리나지만
독해영,닭들을
독들,닭들
그디도,거기도
겅했을,그랬을
겅해서,그랬어
물어봤네,물어봤잖아
이거사,이사람아
욕할뻔했네,욕할뻔했잖아
줄클,줄게
와이,와
왠,무슨
제정신?,제정신이야?
언,없었어
그땐,그때는
나가는거,나가는거지
걸로이,걸로
모르겐,모르겠네
이러면이,이러면
않해,않아
간거,간거야
돼가지고이,돼가지고
큰일난,큰일났어
어떵 ,어떻게
봐주켄,봐준데
생견,생겼네
아니?,아니냐?
많은거,많은거야
있언,있었지
막,엄청
실퍼,귀찮아
실픈거,귀찮은거야
되는거,되는거야
뭐하맨?,뭐하는거야?
암튼이,아무튼
볼클,볼게
이렁,이렇게
해이,해
많덴,많데
있덴.,있데.
모를클,모르겠어
부에,화난
부에나네,화나네
부에나고,화나고
부에난,화났어
부에나는 ,화난
해봔.,해봤어
부에난,화난
부에나는,화난
부에,짜증
모르겠는디,모르겠는데
이?,그렇지?
이?,있잖아
않으맨,않아
이?,알겠지?
알안,았았네
알았수다,알겠습니다
이?,알겠어?
이,있잖아
이?,어때?
잘도,좀
징그러운디,징그러운데
모르쿠다게,모르겠어요
햄신디사,하는지
뭐냐이,뭐냐
해야된다게,해야돼
우리도이,우리도
않으니깐예,않으니깐요
하잖아이,하잖아
되신고?,됬지?
암니다게,알아요
네개난이,네개니까
네개난예,네개니깐요
옵써양,오세요
능력이여게,능력이야
불편해그넹,불편해가지고
팔아동,팔아서
되는거여게,되는거야
샀어야지예,샀어야지
허기,하기
어떵행게,어떻게
넓은디게,넓은데
부엌이영,부엌이랑
가켄,그렇게
해시니,했으니
누긴,누구긴
누구라,누구야
신랑이이,신랑이
알았댄,알았다고
꼭이,꼭
같은이,같은
했언마씸,했었어요
가도이,가도
했쪄이,했어
쎄켜,세겠다
그면이,그러면
쎄크라,세겠어
져부러,저버려
큰아들은양,큰아들은요
쪽은,작은
쎄어,세
거라예,거래요
쎄여,쎄
계속이,계속
그거는예,그거는요
그런거이,그런거
어서그넹,없어가지고
그냥이,그냥
얇아부난,얇아버려서
치난이,치니까
곱닥하게,곱다랗게
가인이,걔는
커부난,커버려서
거심,거스러미
이시니,있니
꼽닥,곱다랗게
치멍이,치면서
치멍그네이,치면서
닮은거예,닮은거요
치난,치니까
고랐주게,말했어
배우라,배워
해주켜,해줄께
다니켄,다니겠다고
말라게,마라
했주게,했어
해가지고게,해가지고
해믄,하면
않허여?,않아?
닮아그네이,같아가지고
끈질긴다게,끈질겨요
이서사주게,있어야지
어게,응
그추룩예,그렇게요
가면은이,가면은
엄마게,엄마
때게,때
했었주게,했었어
어서가지고이,없어가지고
제중이구나이?,제중이구나
@이름4이는예,@이름4이는요
반이어신디,반이었는데
허영해그넹,하얘가지고
백도새기?,백돼지?
어떵해여?,어때?
허영해여?,하얘?
허영헌디,하얀데
그거게,그거
빌려줬덴,빌려줬다고
다썼댄,다썼다고
핸게만은이,했었다만
@이름4이영,@이름4이랑
좋은가?,좋아?
안들어시냐,안들었어?
아이들이게,아이들이
허다이,하다가
도새기랜,돼지라고
하멍그네,하면서
했거든,했었어
아버지이,아버지
그이,그
잖아이,잖아
이제이,이제
했쪄게,했었어
봐신디?,봤는데?
하난게,하니까
신청행,신청해서
재밌었어이,재미있었어
허멍게,하면서
@이름6이네영,@이름6이네랑
된거라,된거양
뭐꽈?,뭐야?
허멍그네,하면서
경해그난,그래가지고
때문이라?,때문이야?
해신가,했나
만나게,만나자
잡읍써,잡으세요
하쿠다,할께요
하멍그네이,하면서
곤란하메,곤란해
버리면이,버리면
엄마들이영,엄마들이랑
떨엉,떨어서
다녀부난,다녀버려서
가인,걘
안들엉이,안들어서
똑같다게,똑같다
@이름9게,@이름9
엄마여게,엄마야
안해났쪄게,안했었어
잘한덴이,잘한다고
고라줘서,말해줬어
반이었네,반이었잖아
안와샤?,안왔어?
받아수다게,받았어요
받아샤?,받았어?
좋수다게,좋아요
기구나게,그렇구나
못햄쪄,못하네
사람은이,사람은
기억해그넹,기억해서
안줨신고,안주나
할껀디이,할텐데
아이우다게,아이에요
기억허켄,기억하겠다고
못한다게,못해
받아시녜게,받았었어
아니여게,아니야
있저게,있어
다녔당,다녔다가
딴디,다른데
다념신디,다니는데
있었저게,있었어
@이름5이가게,@이름5이가
있어가지고이,있어가지고
했져게,했어
겅하멍,그러면서
나왔자나게?,나왔잖아
경행,그러고
신엉,신어
완전게,완전
도와주난,도와주니까
도와주난게 ,도와주니까
막이,막
축구선순게,축구선수네
겅해신디게,그랬는데
먹을크라,먹을께
기다립써게,기다려요
기다립서,기다리세요
안대멍,안대면서
잘된,잘됐어
경행,그렇게하고
불렀댄,불렀대
안되쥬 마씨,안되죠
끝난거라,끝난거야
겅하멍그네,그러면서
조용해진거라,조용해졌어
있써라,있더라
정리허당,정리하다가
버려불젠,버려버리려
나뒀쪄,나뒀어
헙써게,하세요
재껴부런,넘겨버렸어
건들염시녜게,건들여
친구영,친구랑
이학년이꽈?,이학년이에요?
삼학년이꽈?,삼학년이에요?
다념시냐?,다니나?
가이는예,걔는요
못허는게,못하는게
없수다게,없어요
하면예,하면요
몰랐져게,몰랐어
옛날에예,옛날에요
배원,배웠어
다녀신디양,다녔는데요
뭐싸,뭐
몰라도이,몰라도
밥행,밥해서
맥이젠,먹이려고
하믄이,하면
안나강,안나가서
이신덴,있는다고
했주만,했지만
이신디,있었는데
동창이랜,동창이라고
나와시냐?,나왔어?
나왔댄,나왔다고
해신디,했었는데
가이넨,걔네
모양이라이,모양이야
길꺼라,그럴꺼야
시작핸게만은이,시작했었지만
않으멍,않는다고
핸게만은이,하던데
활동햄시녜게,활동하고있더라
안가젠,안가려고
놀맨,놀아
놀암수다,놀아요
허난이,하니까
몰랐주게,몰랐었지
경해신디,그러니까
안다닌덴,안다니고있데
간,갔던
모양이라,모양이더라
골안게,말하더라
잘도,잘
키왐서,키우더라
있는데예,있는데요
납품한덴,납품한다고
해그넹,했어서
잡혀신디,잡혔는데
오켄,오겠다고
행,하면서
가났주게,갔었어
허여,하고
어수다게,없어요
핸게이,하던데
생겨난?,생겼어?
생겼댄,생겼다고
햄쩌게,하더라
어멍들이,엄마들이
가입하랜해멍,가입하라면서
가느니,가냐
이주게,이야
공부허라,공부해라
잘한덴,잘한데
@이름1이영,@이름1이랑
비슷해라게,비슷하더라
허라게,해
바빠부난게,바빠버려서
뭉치젠,뭉치려고
해면,하면
닮아이,같아
안한다게,않아
성님도,형님도
가려그넹,가려가지고
만나는거라,만나는거야
겅핸,그러고
지어그넹,지어가지고
각시영,각시랑
아이들이영,아이들이랑
한가했져게,한가했어
한가하난,한가하니까
놀암주,놀지
나갓쪄,나갔어
햄쪄게,하지
골았주게,말했어
들렁,들러
나와부러,나와버려
소고긴디,소고기인데
뭐여,뭐다
겅허여,그렇다
그넹,그러면서
올해는게,올해는
경허고,그러고
뿔령,불려
먹엄찌예?,먹죠?
안불령,안불려
불령,불려
버려마씸,버려요
저번에도게,저번에도
애기게,애기
맥였길래,먹였길래
고라라게,말하더라
삶앙예,삶아서요
놨당,놔뒀다가
먹어사주게 ,먹어야지
고랐주만은이,말했지만
싫어하믄,싫어하면
안해진다게,안해지더라
거리기도,뜨기도
거령,떠서
겅허난이,그러니까
호꼼씩이라도,조금씩이라도
안좋댄,안좋대
안좋댄?,안좋대?
얘기양,얘기요
맛있어예,맛있어요
안먹은다게,안먹어
먹음니다게,먹어요
먹어신지,먹었는지
말아신지,말았는지
해붑써게,해버려요
게난이,그러게
내려오믄,내려오면
허기가,하기가
싫다만은이,싫어
안하큰게,안하겠네
먹고게,먹고
제산디,제사인데
와사주게,와야지
하지말앙,하지말고
하켄?,하겠대?
신청했저게,신청했어
공부하켄,공부하겠다고
착한게,착하네
경허멍,그러면서
또게,또
안시키젠,안시키려고
오늘은예,오늘은요
먹고와도예,먹고와도요
하맨,해
절친예,절친요
가부런,가버렸어
아방이이,아빠가
청장이랜,청장이라고
하더라고예,하더라고요
아방이이예,아빠가요
집이예,집이요
살다그넹,살다가
나갔댄,나갔다고
붙여부러신가,붙여버렸나
안되그넹,안되서
약간예,약간요
가서?,갔어?
절친이라난?,절친이였어?
올해예,올해요
되머그넹,되가지고
갔을꺼라,갔을거야
게난예,그니깐요
뭐예,뭐
씩이라이,씩이야
겅하는디 ,그러는데
같아신디,같았는데
가부런?,가버렸어?
좋아한게만은,좋아하더니
이서나신디예,있었는데요
해나신디예,했는데
@이름1이영도,@이름1이랑도
해라게,해
이실꺼?,있어?
닮으난이,닮아서
마시난,마시니까
만나그넹,만나서
가봐시냐,가봤냐
때예,때요
넣어줜,넣어줬어
간거,간게
어시난,없어서
무슨거가,뭔가
뭐핸,뭐했냐
애들은예,애들은요
어떵예,어떻게
들엉,듣고
놀았었댄,놀았다고
친해그넹,친해서
다예,다요
하는지사예,하는지
가이네도게,걔네도
돌아가셔시녜게,돌아가셨어
와서라게,왔더라
알아시면,알았으면
해줄껀디이,해줄텐데
했저게,했어
해다그넹,하다가
모양이라라게,모양이야
닮안게만은,닮았는데
조그만허고,작고
겅,그렇다고
보니까에,보니까
거더라고요에,거더라고요
거잖아에,거잖아요
좋덴,좋데
경해부난,그래가지고
쫌,조금
아침에이,아침에
겅해난,그렇게해야지
겅까지,그렇게까지
했구나이,했구나
행으넹,했는데
딸멍했네,까먹는데
울었네,울었어
짐,지금
있네,있어
매려,마려워
했네,하잖아
나,나았어
나신디,나았는데
수술받안?,수술받았어?
경해고,그렇게하고
땜에,떄문에
쎄부난이,세니까
쎈,셌어
힘들어가지고이,힘들어가지고
경해난,그렇게하고
경해,그렇게해
아파가지고이,아파가지고
힘들어하그냉,힘들어서
아무충,아무렇지도
있수과?,있습니까?
용이꽈?,용입니까?
먹었수다,먹었습니다
먹어마씸,먹어요
먹었신디,먹었는데
쪘수다,쪘습니다
될꺼우다,될꺼다
갈켜,갈꺼야
젖어가그냉,젖어서
소독되그넹,소독되고
햄수다,합니다
이유가에,이유가요
많아예,많아서
햄수다.,했습니다.
싫던디,싫던데
경해마씸,그렇습니까
허기져가시네,허기져서
겅해마씸,그러니까요
마씸,입니다
졌는데예,졌는데요
아니다부난,아니다보니까
평범해졌마씸.,평범해졌습니다.
닮아.,같아
가버리멘,가버리면
그럼이,그럼
뛰어가그넹,뛰어가서
왔신디,왔는데
남자가이,남자가
보단이,보단
경하난,그렇게하니까
오빠도이,오빠도
경해났거든,그랬었거든
친구가이,친구가
모르고이,모르고
가히,걔가
가히가,걔네가
업시난,없어서
민망해그넹,민망해서
아니마씸,아니에요
괜찮아이,괜찮아
해야지마씸,해야죠
정말이,정말
있수다,있어요
된덴해서,된다해서
얄짤없,얄짤없어
싫었,싫었어
나멍,나한테
아파멍,아파서
고생해마씸,고생해요
얄미웁드라,얄밉더라
가지고이,가지고
하더라고에,히더라고요
하더라고에,하더라고요
해서이,해서
안돼마씸,안돼요
있었어에,있었어요
거마씸,거예요
있었수다,있었습니다
드신디,드는데
안애?,않아?
말이꽈,말이야
있어마씸?,있어요?
해봅서,해봐요
경할까,그럴까
볼까에,볼까요
보멘?,봐?
봤수다,봅니다
해가지고이,해서
거까진,거기까지
친군디,친군데
작가마씸?,작가에요?
경해가지고,그래가지고
못봔,못봤어
놓친거,놓친거야
되멘,되면
영해가지고,이래가지고
어서마씸,없어마씸
좋아마씸?,좋아하세요?
독서햐,독서해
독서해마씸,독서해요
스타일이여가지고이,스타일이여가지고
가지고에,가지고요
봐마씸?,봐요?
잘도이,진짜
좋아해마씸,좋아해요
보고에,보고요
말인가해가지고에,말인가해가지고요
배웠수다,배웠습니다
모르겠수다,모르겠습니다
봐가지고에,봐가지고요
잘나가지마씸,잘나가죠
봅수다,봐요
재밌던디,재밌던데
가히,그 아이
봐와왔신디,봐왔는데
가히가,걔가
가히,걔
뽑았더라고에,뽑았더라고요
세련되부난이,세련되서
내시믄,내면
내신가?,냈나?
나왔수과?,나왔습니까?
경할거닮드라,그럴것같더라
봤수과?,봤습니까?
알암주겐,알죠
않았수다,않았습니다
유행했주마씸,우행했었죠
간마씸,갔어요
그러더라고에,그러더라고요
나왔신디,나왔는데
나왔수다,나왔습니다
거기마씸?,거기요?
전교생이마씸?,전교생이요?
명마씸,명이요
어떵,어떤
경할수가,그럴수가
좋아마씸,좋아요
있어마씸,있어요
괜차네?,괜찮아?
치워불자,치워버리자
아네?,않아?
알항,알아야
친구인디,친구인데
힘들었었언,힘들었었어
신경쓰는디,신경쓰는데
말건젠하난,말거니까
무사에,왜
말랜했덴,밀라고했데
안쓰신디,안썼는데
못재겠고이,못재겠고
닮기도,같기도
하고이,하고
내,내가
요,이
어떵해야될지,어떻게해야될지
보잰해도,보자고해도
가히도,걔도
있거든예,있거든요
아직도이,아직도
거아니네,거잖아
닮아에,같아
드리네,들이잖아
가버리네,가버리잖아
끝난덴했수다,끝난다고했습니다
했수다,했습니다
드는거있네,드는거야
쩌이가,걔네가
뭐냐면예,뭐냐면요
얘기마씸,이야기에요
가마씸,가요
기꽈?,정말?
만드니까에,만드니까요
몇분이꽈?,몇분입니까?
해봤수과?,해봤습니까?
하영했수다.,많이했수다.
했수과,헸습니까
해봤수다,해봤습니다
봤고이,봤고
해봤수다이,해봤습니다
잘라수과?,잘랐습니까?
배고파그넹,배고파서
구우랜,구우라고
구우랜마씸,구우래요
구운데,굽는데
배고파부난,배고프니까
영해마씸,이렇게요
먹어수다,먹었습니다
걸렸마씸,걸렸어요
웃기네에,웃기네
하였수다,했습니다
알아마씸?,알아요?
모르크다,모르겠습니다
보낸,보낼거
해놨고,해봤고
부족해부난이,부족해서
오래살꺼같수다,오래살것같습니다
따부난예,따서
어려워마씸,어려웠어요
힘들어마씸,힘들어요
쪼아대마씸,쪼아댔어요
배우고이,배우고
경험했수다,경험했습니다
했수과?,했습니까?
봤수다,봤습니다
잘도,많이
들어하는거,들어하는거야
사람이였던거,사람이였던거야
자른거,자른거야
경한거연,그렇게한거였어
뭐햄수과,뭐하십니까
뭐랜,뭐래
하망,해서
지하상가네,지하상가니까
있었신디,있었는데
가봔,가봤는데
해마씸,했어요
강으네,가서
거는,그건
허는디예,하는데요
쓰잖아예,쓰잖아요
들어보믄,들어보면
몰라예,몰라요
놀라고,놀려고
모르잖아예,모르잖아요
걸리더라고예,걸리더라고요
이서가지고,있어가지고
친구들이예,친구들이
겅허고예,그리고요
있었어예,있었어요
놀러가믄,놀러가면
가믄예,가면요
다르거든예,다르거든요
외계어거든예,외계어거든요
피곤허댄,피곤하다고
겅헐거여,그럴거야
가네들한테,걔네들한테
가네덜,걔네들
거잖아예,거잖아요
이서신디,있었는데
어서마씨,없어요
야이에,얘에
거고예,거고요
해마씨,했어요
겅했구나게,그랬구나
말랜허난,말라고하니까
공부해났주만은,공부했었지만
못알아드니까,못알아들으니까
웃엄신고,웃는거지
있었주게,있었지
헌디예,한데요
해야마씨,해야돼요
강도예,가서도요
말고르믄예,말하면요
말햄찌?,말하지?
고르는,하는
알아들어예,알아들어요
나도예,나도
한국말이고예,한국말이고요
사람인디도예,사람인데도요
고람신고,하는거지
안됭으네,안돼서
어떤땐,어쩔 땐
막아불,막아버릴
되니까예,되니까요
겅헌디예,그러는데요
똑같더라고예,똑같더라고요
그기,그걸
알았냐하믄예,알았냐면요
분이니까예,분이니까요
아니예,아녜요
거라게,거야
할머니라예,할머니에요
알아들어지켄,알아듣겠냐고
안돼부난,안돼서
겅허는,그런
알아듣는댄예,알아듣는대요
허더라고예,하더라고요
고르믄,하면
가르키젠햄신디,가르치려 하는데
이해허젠해도,이해하려해도
생각허고,생각하고
행허는,하는
가르켜부난,가르쳐서
알아들엄구나,알아듣는구나
하니까예,하니까요
편하더라고예,편하더라고요
어신말들이라,없는 말들이야
허주게,하지
공감해어,공감해
미국강에,미국가서
뭐냐믄예,뭐냐면요
받았어예,받았어요
기적적으로예,기적적으로요
됐고예,됐고요
이서신디예,있었는데요
상류층이지예,상류층이지요
가네집에서,걔네 집에서
가이,걔는
베프라예,베프에요
밤세멍,밤세워
핸예,했어요
이것저것예,이것저것요
이서서예,있었어요
해서예,했어요
가깝덴하고,가깝다고하고
하잖아예,하잖아요
받았댄,받았다고
봤댄예,봤대요
좋댄예,좋대요
허드랜예,하더래요
잘하드랜예,잘하더래요
할아버지가예,할아버지가요
하드라,하더라
영허더라고예,이러더라고요
앞서예,앞서요
월생이고예,월생이고요
다녀서예,다녔어요
어멍아방이랑,엄마아빠랑
멋있댄예,멋있대요
장로교회신디,장로교회인데
존경했댄예,존경했대요
짓잖아예,짓잖아요
지었댄예,지었대요
내보낼라고,내보내려고
가지고예,가지고요
내쫓아서예,내쫓았어요
분거라예,버린 거에요
다녔어예,다녔어요
녹음하맨,녹음해
성전이예,성전이요
야네도,얘네도
생이다,가보다
지어시냐,지었냐
했댄예,했대요
교회여,교회네
놀래더라구예,놀래더라구요
경헌거냐?,그런거야?
몰몬이랜,몰몬이라고
있드라구예,있더라구요
가봐신디,갔었는데
겅허지,그렇지
겅허영이네,그렇게 해서
않애수과?,않아요?
친구는예,친구는요
다녔거든예,다녔거든요
친구들마씨게,친구들이에요
친군디예,친구인데
다년마씨,다녔어요
다년예,다녔어요
성당이예,성당이요
신앙은예,신앙은요
거거든예,거 거든요
이실건디예,있을 건데요
들언마씨예,들었어요
좋아하니까예,좋아하니까요
엉망이었고예,엉망이었고요
했거든예,했거든요
실망핸예,실망했어요
어신거라예,없는거에요
년도니까예,년도니까요
격동기잖아예,격동기잖아요
있었거든예,있었거든요
죽었고예,죽었고요
나갔었고예,나갔었고요
동참허고?,동참하고?
핸마시,했어요
됐지예,됐죠
상황이었거든예,상황이었거든요
가네한테,걔네한테
수준이라예,수준이에요
졸업하거든예,졸업하거든요
간거라예,간 거에요
배우믄,배우면
싫었거든예,싫었거든요
겅핸마씨,그렇게 했어요
들어가니까예,들어가니까요
교정에예,교정에요
거지예,거죠
그런거라예,그런 거에요
나눠져예,나눠져요
다녀예,다녀요
들어가고예,들어가고요
거부하고예,거부하고요
돌아댕겨예,돌아다녀요
나눠지더라구예,나눠지더라구요
없드라고예,없더라고요
있을건가예?,있을까요?
기득권이었어예,기득권이었어요
드네예,드네요
됩디강?,됐어요?
데모했고예,데모했고요
어선예,없었어요
모였거든예,모였거든요
집중하라하믄,집중해라 하면
연대라예,연대에요
어서예,없어요
잠깐만예,잠깐만요
끝나마시?,끝나요?
했잖아예,했잖아요
지내고예,지내고요
공부핸마씨,공부했어요
졸업행은,졸업해서는
졸업허영으네,졸업하고
했수광?,했어요?
좋아했거든예,좋아했거든요
아시겠지만예,아시겠지만요
하고예,하고요
하는거예,하는거요
시작해예,시작해요
찾아가지고예,찾아가지고요
자예,자요
시간되믄,시간되면
본거라예,본거에요
영화여서예,영화였어요
일해연마씨,일했어요
제주도에서마씨?,제주도에서에요?
서울에마씨,서울에요
어찌,없지
일핸마씨,일했어요
재미집디강?,재밌었어요?
재밌지마씨,재밌죠
재미서신디예,재밌었는데요
광고였으니까예,광고였으니까요
아니니까예,아니니까요
없더라구예,없더라고요
전화망이잖아예,전화망이잖아요
회사에서예,회사에서요
했어예,했어요
그러더라고예,그러더라고요
생각하면돼예,생각하면돼요
마찬가지잖아예,마찬가지잖아요
났거든예,났거든요
하게된예,하게됐어요
좋았거든예,좋았거든요
사업이라예,사업이에요
사람이거든예,사람이거든요
감독예,감독요
아껴줜예,아껴줬어요
어루만져예,어루만져요
하시더라고예,하시더라고요
배웠지예,배웠죠
헌댄행이네,한다고 해서
바꿔부니까,바꿔버리니까
있주마씨,있어요
일했댄,일했다고
돼부니까,돼버리니까
있수광?,있어요?
