사투리,표준어
{laughing},{laughing}
이,#이
같애.,같애.
다니라.,다녀라.
그것도,그것도
(()),(())
해도,해도
돌아가기가,돌아가기가
하잖아,하잖아
분.,분.
가잖아.,가잖아.
원이냐,원이냐
못해,못해
(()),(())
안되난,안되니깐
해보는거지.,해보는거지.
이,#이
(()),(())
하당보면,하다보면
이,#이
안되어예.,안됀다.
어멍들도,어멍들도
이,#이
하지말라,하지마라
겅,그렇게
{laughing},{laughing}
자기,자기
{laughing},{laughing}
나는거.,나는거.
원이구나.,원이구나.
원이구나.,원이구나.
이만큼.,이만큼.
달라진다.,달라진다.
이,#이
{laughing},{laughing}
못하지.,못하지.
못해.,못해.
못하지.,못하지.
(()),(())
못하여.,못한다.
없습니다.,없습니다.
아무튼,아무튼
끝날거니,끝날거니
학년이난.,학년이니까.
남았구나.,남았구나.
졸업이우다.,졸업이다.
남았지?,남았지?
년.,년.
이.,#이.
두턱내.,두턱내.
게난,그래서
하당보난,하다보니
{laughing},{laughing}
(()),(())
연년생이난.,연년생이니까.
어떵해시쿠과게.,어쩔뻔했냐.
어.,어.
거랑.,거랑.
입학,입학
가져가신가?,가져갔나?
(()),(())
보내랜,보내라고
고르난,고르니
놔둬신디,놔뒀는데
이.,#이.
가져가신가?,가져갔나?
어.,어.
피곤한거야,피곤한거야
갈카부댄,갈까봐
(()),(())
썽,써서
하마.,하마.
하게.,하게.
허켄하머그넹,하겠다고
바쁘거든,바쁘거든
써부러.,쓴다.
{laughing},{laughing}
없고,없고
내려올껀데,내려올껀데
(()),(())
(()),(())
와.,와.
반이구나.,반이구나.
어떵,어떻게
왔다고,왔다고
친구들이영,친구들이랑
운동한다고,운동한다고
해주세요.,해주세요.
하난,하니까
바로와십디다게.,바로왔다.
(()),(())
막,막
아이고게.,아이고.
아니난,아니니까
오면,오면
바로,바로
막,막
못하겠고,못하겠고
좋은데,좋은데
애들,애들
(()),(())
안보냄서.,안보낸다.
가나봐.,가나봐.
가이는,걔는
가는데,가는데
(()),(())
근데,근데
좋아하는지.,좋아하는지.
완전히예.,완전히.
운동,운동
그,그
동생이영?,동생이랑?
작년부터,작년부터
했는데.,했는데.
거고,거고
먹으면,먹으면
있어.,있어.
(()),(())
(()),(())
(()),(())
좋아하는디,좋아하는데
맞아.,맞아.
(()),(())
오면,오면
줘야지.,줘야지.
좋아.,좋아.
맥도날드?,맥도날드?
(()),(())
게난,그래서
오면,오면
(()),(())
빵.,빵.
빵.,빵.
빵.,빵.
튀긴,튀긴
빵.,빵.
하멍,하면서
가는걸로,가는걸로
하자게.,하자.
먹읍서.,먹어라.
있고,있고
가자.,가자.
(()),(())
말해줘,말해줘
알지?,알지?
거거든,거거든
모르겐,모르겠어
들었었거든?,들었었거든?
초롱초롱빛나리,초롱초롱빛나리
그래,그래
라메,라며
{laughing},{laughing}
아니?,아니?
목소리,목소리
목소리?,목소리?
영화상에서는,영화상에서는
집이어신가?,집이었나?
영화에서도?,영화에서도?
실제로도,실제로도
실제?,실제?
맞나?,맞나?
앵커였네,앵커였네
안나,안나
앵커였으니까,앵커였으니까
정도였으니까.,정도였으니까.
해주시라고,해주시라고
가지구,가지구
말?,말?
했언,했었어
뚱뚱핸,뚱뚱했어
나와,나와
안난다,안난다
봔,봤어
영화였나?,영화였나?
뚱뚱했는데,뚱뚱했는데
뚱뚱하면,뚱뚱하면
기억나,기억나
너,너
시켠,시켰어
하고,하고
항상,항상
채우고,채우고
집에,집에
아니?,아니야?
막,막
되는거,되는거
와르르네,와르르네
거니까,거니까
했는데,했는데
몇시간째,몇시간째
이연,이었어
하면서,하면서
사람이니까,사람이니까
핸,했어
핸,했어
전에,전에
핸,했어
아빠는,아빠는
끝난다고,끝난다고
거라,거야
애라고,애라고
안핸,안했어
아니?,아니야?
휴가내고,휴가내고
한거라,한거야
봐,봐
그때는,그때는
구십일년도니까,구십일년도니까
전화와,전화와
오고,오고
놓은거라,놓은거야
해서,해서
남편한테는,남편한테는
주는,주는
줘,줘
하는데,하는데
거야,거야
남자여가지고,남자여가지고
가지고,가지고
했는데,했는데
거,거
한거라,한거야
신고했느냐.,신고했느냐.
된.,됐어.
있언.,있었어.
"와가지고,","와가지고,"
하면서.,하면서.
했는데,했는데
했는데,했는데
수사하는거랑,수사하는거랑
아니라고,아니라고
했는데,했는데
듣냐고,듣냐고
애기는,애기는
같은데,같은데
핸,했어
해가지고,해가지고
뜯견,뜯겼어
갖고,갖고
했거든,했거든
뜯견?,뜯겼어?
않애?,않아?
번은,번은
놓고,놓고
핸,했어
봔,봤어
아,아
여신가,였나
타서,타서
있었거든,있었거든
말야,말야
안에서,안에서
갖고,갖고
올려지게끔,올려지게끔
안,안
경찰이,경찰이
모르겠는데,모르겠는데
당해가지고,당해가지고
뭐냐,뭐냐
진술하기를,진술하기를
있언,있었어
경찰이?,경찰이?
있언?,있었어?
않안,않았어
거라,거야
아,아
통화하면서,통화하면서
아빠,아빠
말야,말야
엄마는,엄마는
다시,다시
희망,희망
에,에
마,마
막,막
씨발,씨발
범인한테,범인한테
그런데,그런데
마십시오,마십시오
막,막
했습니다,했습니다
있다,있다
핸,했어
했는데,했는데
조,조
들었는데,들었는데
녹음,녹음
목소리여가지구,목소리여가지구
녹음,녹음
준거라,준거야
그래서,그래서
날이,날이
이연,이였어
케익하고,케익하고
아빠가,아빠가
말핸,말했어
목소리가,목소리가
말하니까,말하니까
범인이,범인이
했,했
했는데,했는데
거라,거야
변핸,변했어
뭐,뭐
아니요,아니요
원,원
나갔을텐데,나갔을텐데
아니까,아니까
이제,이제
그래서,그래서
가지고,가지고
했는데,했는데
변핸,변했어
막,막
핸,했어
당황해가지고,당황해가지고
않으십니까,않으십니까
전화,전화
완,왔어
범인이,범인이
아,아
거라,거야
아빠가,아빠가
그러다가,그러다가
후에,후에
강에서,강에서
발견된,발견된
보니까,보니까
하루만에,하루만에
음,음
그러는데,그러는데
범인이,범인이
집에,집에
전화했고,전화했고
억원,억원
아빠가,아빠가
했네,했네
해,해
거기서,거기서
나갔는데,나갔는데
아들이라고,아들이라고
울면서,울면서
녹음,녹음
나와,나와
돋안,돋았어
핸?,했어?
그,그
그련,그렸어
그리고,그리고
범인도,범인도
경찰이,경찰이
해가지고,해가지고
버려진거,버려진거
안당했고,안당했고
당,당
났을거야(이)/(#이),났을거야(이)/(#이)
그,그
뭐냐,뭐냐
아니?,아니?
나왔었네,나왔었네
목소리,목소리
같은데,같은데
여자?,여자?
아닌가,아닌가
놀이터에서,놀이터에서
놀이터,놀이터
놀이터,놀이터
이연,이였어
아파트,아파트
솔직히,솔직히
못하네,못하네
있네,있네
여자가기엔(이)/(#이),여자가기엔(이)/(#이)
너무,너무
차,차
했는데,했는데
유괴사건?,유괴사건?
((xxx)),((xxx))
통통했네,통통했네
그,그
하지,하지
거기,거기
납골당?,납골당?
해가지구,해가지구
빕니다,빕니다
아이사진,아이사진
비쳐줘,비쳐줘
맘아파,맘아파
근데,근데
닮아,같아
여자,여자
완전,완전
봤었거든,봤었거든
여자니깐,여자니깐
아니?,아니?
가이는,걔는
기억안나,기억안나
아니?,아니?
유괴해?,유괴해?
없어가지고,없어가지고
협박하려고,협박하려고
않애?,않아?
죽었지,죽었지
아니,아니
그알에서,그알에서
연?,였어?
막,막
협박하고,협박하고
하니깐,하니깐
알았는데,알았는데
목소리로,목소리로
하면서,하면서
했었거든,했었거든
해,해
목소리인가,목소리인가
봤는데,봤는데
여자,여자
봐,봐
못잡지,못잡지
연쇄살인사건이네,연쇄살인사건이네
봉준호가,봉준호가
모른다고,모른다고
자기,자기
있다고,있다고
나가시는분,나가시는분
그,그
살인사건,살인사건
있었네,있었네
그때?,그때?
죽여가지고,죽여가지고
가이,걔
있었네,있었네
봐도(이)/(#이),봐도(이)/(#이)
자살했지,자살했지
암수살인?,암수살인?
아닐걸?,아닐걸?
핸,했어
핸?,했어?
살인범들이,살인범들이
한댄,한대
거랜,거래
으,으
못하니깐,못하니깐
없는거지,없는거지
거랜,거래
못하니까,못하니까
않애?,않아?
닮은디,같은데
아니,아니
있었다고,있었다고
막,막
같은데,같은데
이런데,이런데
(()),(())
그러면,그러면
너무,너무
막,막
아니고,아니고
거,거
같은데,같은데
안나,안나
예전에는,예전에는
겅했언,그랬어
나,나
나,나
웃으맨?,웃어?
웃으맨?,웃어?
있으맨,있어
웃냐고,웃냐고
웃냐고,웃냐고
없겠다,없겠다
왜,왜
꼬라지보면,꼬라지보면
말해봐,말해봐
말해도되?,말해도되?
말해봐,말해봐
얘기할게,얘기할게
할까?,할까?
코코,코코
됫구요,됫구요
생견요,생겼어
귀엽다,귀엽다
뭐인?,있어?
고라봐,말해봐
하맨,해
봤지,봤지
봐?,봐?
근데,근데
먹어신디,먹었는데
생긴일,생긴일
왜?,왜?
살인데?,살인데?
어려,어려
왜몰라?,왜몰라?
일을,일을
건데,건데
초등학교,초등학교
하지,하지
나이냐,나이냐
나루토,나루토
몰라,몰라
뽀로로,뽀로로
케로케로,케로케로
힘차게,힘차게
뭔데,뭔데
맞아?,맞아?
뭔데,뭔데
케로,케로
케로,케로
앞서나가자,앞서나가자
그래,그래
케로로,케로로
몰라?,몰라?
차이야,차이야
걔랑,걔랑
동갑,동갑
나대,나대
안간거,안간거
아니면,아니면
핸,했어
가야되?,가야되?
아니?,아니?
외부교육,외부교육
인?,있어?
있는거?,있는거?
상사한테,상사한테
되,되
뭐,뭐
말,말
것,것
나한테,나한테
않애?,않아?
되,되
귀찮네,귀찮네
된,됬어
(()),(())
가지구,가지구
지는,자기는
괜츈,괜찮아
괜츈,괜찮아
{laughing},{laughing}
와장창창,와장창창
걸까,걸까
많은가보지,많은가보지
넘어지는거,넘어지는거
타라,타라
뭐할거,뭐할거
들어먹는거지,들어먹는거지
아니?,아니?
봐,봐
가네,가네
저번에도,저번에도
좋아하더라고,좋아하더라고
언,없어
없네,없네
그때도,그때도
했어신디,했는데
지금,지금
특성상,특성상
편인거지,편인거지
소,소
강아지인데,강아지인데
가고,가고
쪽으로,쪽으로
했는데,했는데
푸들,푸들
짖어대는거,짖어대는거
미간이,미간이
찌그러진다,찌그러진다
가지고,가지고
쫒아가는거?,쫒아가는거?
코코가?,코코가?
그런데,그런데
그,그
한다고,한다고
하는데,하는데
해,해
트연,트였어
지금은,지금은
닮아,같아
보면,보면
요즘(이)/(#이),요즘(이)/(#이)
심지어,심지어
뭐,뭐
아니고,아니고
그냥,그냥
한데,한데
그러니깐,그러니깐
좋아,좋아
진짜,진짜
배렸을까봐,배렸을까봐
베린댄?,버린대
에서?,에서?
그렇네,그렇네
베린거,베린거
이었는데,이었는데
할말이지,할말이지
{laughing},{laughing}
말해,말해
착해,착해
착해,착해
착하지,착하지
뿐이지,뿐이지
않애?,않아?
코코,코코
아니네,아니네
그런가,그런가
그래,그래
않안,않았어
코코,코코
하니까,하니까
받는거,받는거
싶어가지고,싶어가지고
하는거네,하는거네
되는데도,되는데도
나니깐,나니깐
짖는거,짖는거
야이,얘
코코,코코
영해,이래
인,있어
잡아서,잡아서
무네,무네
싫어하잖아,싫어하잖아
(()),(())
얌전하지,얌전하지
인?,있어?
귀여워,귀여워
너?,너?
귀엽다(이)/(#이),귀엽다(이)/(#이)
뭐먹지,뭐먹지
어?,어?
메꿘,메꿨어
(()),(())
빌렸다니깐,빌렸다니깐
온댄?,온대?
진짜,진짜
뭐해,뭐해
일하네,일하네
없네,없네
빌려달라고,빌려달라고
알거든,알거든
핸,했어
끝,끝
아니,아니
안쓰면,안쓰면
버텨볼라고,버텨볼라고
카드값,카드값
나완,나왔어
그러면,그러면
안온댄?,안온대?
간다니까,간다니까
간?,갔어?
하니깐,하니깐
간?,갔어?
일,일
했네,했네
간?,갔어?
왔댄?,왔대?
언,없어
했는데,했는데
들어와,들어와
되?,되?
그거,그거
가던디?,가던데?
급여,급여
안되는디,안되는데
너?,너?
들어가네,들어가네
긁네,긁네
카카오페이,카카오페이
되지,되지
있는디,있는데
없고,없고
발톱,발톱
이런거,이런거
나맨,난다
나맨,난다
휘지,휘지
(()),(())
아파서,아파서
깎았었거든,깎았었거든
했언,했었어
안났는데,안났는데
애가,애가
잘랐는데도?,잘랐는데도?
잘랐겠지,잘랐겠지
깎던디,깎던데
안났다메,안났다며
났으면은,났으면은
그날부터,그날부터
걷고,걷고
핸,했어
안간?,안갔어?
못,못
고맙다고,고맙다고
고생합시다,고생합시다
해야지게,해야지.
한가보네요,한가보네요
웃네,웃는다.
{laughing},{laughing}
그런거주게,그런거지요
맞수다.,맞아요.
돼수가?,됐나요?
막,막
아니.,아니야
있고,있고
좋으네,좋네.
그래도,그래도
개발해도,개발해도
가지않아도,가지않아도
개발했어,개발했어
잘될거우다.,잘 될거야.
개메이,그니까요.
예,예
아이패드,아이패드
적어야돼켜,적어야 겠다.
보니까,보니까
같던데,같던데
많아,많아
까지,까지
있언.,있었어.
아닙니까,아닙니까
때가,때가
하는데,하는데
있언,있었어.
텐데.),텐데.)
했고,했고
보면,보면
알아져?,알아?
거지,거지
돼서,돼서
낮주게,낮지.
게메이,그니까요.
닮아.,같아
왐서.,와.
오는가,오는가
그런데,그런데
그,그
갔주게,갔거든
갔더만,갔더만
이거,이거
하니까,하니까
많답니다?,많다던데요?
다,다
허던데?,하던데?
기꽈?,그런가요?
어신거,없는거.
많주게,많지
저거,저거
아는디,아는데
이쁜거지,이쁜거지
아니?,아니야?
만들어놔서,만들어놔서
닮아,같아.
안돼주게?,안 돼.
있주게,있지
카페,카페
성지,성지야.
기우꽈?,그래?
이만썩 싸여서,이만큼 쌓였어.
{laughing},{laughing}
가게에,가게에
좋주게.,좋지.
받을,받을
성지라고,성지라고
이신 모양이라,있나 봐.
이거우꽈?,이거야?
응,응
싶어,싶어
한가보주게,하나 봐.
하주게.,하지.
이서.,있어.
해봅수게.,해 봐.
이서이,있어.
그래마씨,그렇지요.
아니?,아니야?
지친디,지쳤는데
들어온거라?,들어왔어
해졈서이?,해버렸어
보입디다.,보였어.
와나서,왔었어.
가족마씨?,가족이요?
아니,아니야.
사람들이주게.,사람들이지.
와,와
동네마씌?,동네?
오름동호회,오름동호회
오면,오면
반갑지는안해,반갑진 않아.
기우꽈?,그래?
왕으네이,와서
조들리는줄 알맨?,시달리는 지 알아?
있주게.,있어
각자 와그넹,각자 와서
시켜 불면이,시켜버리면
미쳐부는거여,미쳐버리는거야
장사아니꽈,장사아니냐
참읍서게,찹아요.
안되더라고이?,안 되더라고요?
때,때
때,때
성격,성격
나가주게?,나가거든?
해수다.,했단다.
그러치게,그렇지.
많이,많이
손님,손님
아니주게,아니지.
왕이었주게.,왔이었어.
왕이우다.,왕입니다.
말든지,말든지
말앙마씸.,말아요.
손님들이,손님들이
차원,차원
오주게.,오지.
않읍니다게,않아요.
기우꽈?,그래?
찍거나,찍거나
있네,있잖아.
들리는데,들리는데
아이고,아이고
거다,거다
많은가봐.,많은가봐.
있더라고,있더라고
시집가쿠다.,시집 가겠다.
뭐랜햄시?,뭐라고 하는거야?
마씨?,맞지?
가그넹,가서
봐도,봐도
기?,진짜?
누구니,누구니
나와신디,나왔는데
쫓겨그넹,쫓겨서
불행해그넹,불행해서
돌아와서,돌아왔어.
기우꽈?,그래?
열어보젠,열어보재.
합서게.,합시다.
다할거라,다 할거야?
해야되크라,해야 되겠다.
것만이,것만이
이신디,있었는데.
원래,원래
없고이,없고
제공해주네,제공해주잖아
다,다
하면 됨수게,하면 돼.
좋주게,좋지.
마씨.,맞죠
하르방이,할아버지가
팔아부코?,팔아볼까?
모집하면,모집하면
많주게?,많거든?
팔아볼까?,팔아볼까?
괜찮겠다,괜찮겠다
해그넹이?,해서
해봅서,해봐요.
나고요,나고요
뭐,뭐
해봅서게,해보세요.
안남수다.,안 나요.
그래,그래
맞주게.,맞지.
써야주게,써야지.
나오믄,나오면
하는데도,하는데도
딱,딱
영 해그넹,이렇게 해서
토요일이지,토요일이지
모였습다게?,모였더라?
하맨이제?,해 이제?
같애마씨,같아요.
광고안해도,광고안해도
몰렴서,몰려.
열었수가게,열었네
되겠지만요,되겠지만요
생각하면은,생각하면은
돌아가니까,돌아가니까
맞주게.,맞지
이게,이게
어떵할거게믄,어떻게 할 거야 그러면?
경영하는,경영하는
하겠지마시,하겠지요.
이?,응
아니고,아니고
봐신디,봤는데
때문에,때문에
나가버련,나갔어.
와신디,왔는데.
났수다게,났어요
살고,살고
가버련마씨,가버렸어요.
큰일이우다.,큰일이야.
큰일이우다 큰일이야,큰일이다.
게메이,그니까.
어떵할거라,어떻게 할거야
뭐,뭐
어렵덴해라이?,어렵다고 하더라
돼야지,돼야지
났수다.,났다.
있주게,있어
아니우꽈,아닐까
기?,그래?
기주게,그렇지.
손가인,손가인
찍어신게,찍었네요
진인데,진인데
잘합디다.,잘하더라
잘합니다.,잘하더라
뭍언,뭍었어.
기우꽈?,그래?
속눈썹,속눈썹
풀베다보난,풀 베다 보니까
보우다,봅니다.
베니까,베니까
힘들어마씨,힘들어요.
속입니다게,속입니다.
몸은,몸은
하십서,하세요.
없어시게,없었어.
들어,들어
들어마씨,들어요
추워졈서이,추워진다.
높아버리니,높아버리니
됐주게,됐지
무사,왜
아니 가져왐서,안 가져와?
챙겨놨다가,챙겨놨다가
미안하우다.,미안합니다.
아이들,아이들
되난이?,되니까
있수과?,있어?
안 찾았주게,안 찾았어.
돼마씨,돼요.
걱정이우다.,걱정이야.
여기,여기
나와신디,나왔는데
있댄?,있대
높댄하대?,높다더라?
기꽈?,그래?
게,게
되나,되나
잔적이서,잔적 있어
일어나신디,일어났는데
새벽이었구나게,새벽이었구나
놀랜,놀란.
써서마씨?,썼나요?
아니라,아니라
있네,있잖아.
못햄더라고,못 하더라고
모르는데,모르는데
할머니가,할머니가
있주게,있거든
못하더라고,못하더라고
나와신디,나왔는데.
해놔서,했었어.
참,참
겹치멍이,겹치면서
조심,조심
조금,조금
자꾸,자꾸
안나마씨,안 나요.
안나매,안 나.
해마씨,해요.
대화하다가도,대화하다가도
많주게.,많지.
하는거고게,하는거고
됨수다게,돼요.
옵니다.,옵니다.
좋대,좋대
치고,치고
앞인디,앞인데
맞수다.,맞아요.
치고게,치고
쳐마시?,칠까?
하더니,하더니
겅하면,그러면
(()),(())
살암수다게,살아요.
그럼수과?,그러나요?
갑시다,갑시다
모르쿠다,모르겠다.
들어가주게,들어가고
돼주게,되고
딱딱거리고,딱딱거리고
강아지,강아지
합서게,하세요.
해,해
안돼,안돼
시킬거,시킬거야.
괜찮수다,괜찮아.
감수다,간다.
된댄,된대.
말하주게,말하지.
될켜,되겠다.
있댄.,있대.
사와,사와
잖아,잖아
같던데,같던데
넘어가면서부터는,넘어가면서부터는
달라,달라
기우꽈?,그래?
나,나
치웠지?,치웠지?
나무,나무
데크,데크
거?,거?
있주게,있어
깔듯,깔듯
완?,왔거든?
아니,아니야
많아부난,많아서
좋댄,좋대
기우꽈?,그래?
공간이,공간이
가봐,가봐
봅주게,봅시다
힘드니까,힘드니까
같은데요,같은데요
봐,봐
돼요마씨?,돼요?
결제나수과?,결제 났나요?
하십서,하세요.
남수다게,납니다.
빈말이래도,빈말이래도
뭐할거마씨,뭐할거야?
나가야죠,나가야죠
월요이우꽈?,월요일인가요?
하얀성,하얀성
왑서,온다.
이앙기,이앙기
영해놔서?,이렇게 해놨어?
사온건데,사온건데
먹으맨,먹었어.
좋답니다게,좋다고했어요.
닮아,같아.
비쌉더다게,비싸더라고요.
아닌가마씨?,아닌가?
여름아,여름아
비싼,비싼
열대과일이네,열대과일이네
합디다만,하던데
안합디다게,안 하더라
없수다,없어요.
맛이?,맛이?
없수다,없어요.
넘주게.,넘어요.
막,막
먹었으면합디다게,먹고싶었어요.
먹고싶주게,먹고싶지.
하면,하면
안먹주게,안 먹지.
생각하면,생각하면
행복하주게,행복하지
아껴야주게,아껴야지
비쌈수과?,비싸요?
비싸마씨,비싸
집에?,집에?
언제꾸과게,언제냐?
먹어부난,먹어서
담궈마씨,담굴거야.
먹지마십서,먹지마세요.
들은거닮아,들은 거 같아.
피곤해서,피곤해서
겁니다,겁니다
없수과?,없어?
그래나니깐예,그러니깐
같아요,같아요
합서게,하세요.
아니?,아니야?
맞아마씨,맞아.
행사,행사
분이,분이
받주게.,받거든
좋을컨데,좋겠네.
가주게,가.
정했구나게,정했구나?
따라그넹,따라서
날,날
음,음
나가더니,나가더니
게메이,그러게
해신디,했는데
들어서,들어서
가쿠다.,가겠다.
합서,하세요.
나가게(돼주게)/(돼.),나가게(돼주게)/(돼.)
즐거운데이,즐거운데
아니주게.,아니지
나가신디,나갔는데
나왔어,나왔어
아유,아유
합디다.,합디다.
느꼈주게.,느꼈어요.
(()),(())
아니?,아니야?
아닙디다게,아니더라고요.
별세했댄,별세했대.
뜨더라고,뜨더라고
기꽈?,그래?
보다게,보다.
하는거닮은디?,하는 것 같던데?
한참인데,한참인데
한참이거든,한참이거든
그렇게,그렇게
돌아가셨다마시?,돌아가셨다고?
게메이,그러게
저,저
되네마씨?,되네
선에서,선에서
그러게마씨,그러게
힘들어마씨,힘들어.
돼,돼
거,거
당도,당도
힘듭디다게,힘들더라
음식은,음식은
없네,없잖아.
하주게,하지.
거는,거는
큰일이우다.,큰일이다.
맞수다.,맞아요.
안들린다,안들린다
될건데,될건데
같더라.,같더라.
있지만,있지만
많읍디다게,많더라
공개수배,공개수배
무능화덴 보는디,무능하다고 보는데
잡아서마씨?,잡았어?
겅햄신가?,그런건가?
아니지아내?,아니지 않아?
있주게,있거든
어디던데,어디던데
도망갔다마시,도망갔대?
띄우고,띄우고
근처아니?,근처 아닐까?
않았을카?,않았을까?
아니고,아니고
지켰겠지,지켰겠지
풀었댄하던데,풀었다고
나와주게,나올 수 있지
있듯이,있듯이
하시?)/(찾았대?),하시?)/(찾았대?)
들어신디,들었는데
좁은게,좁은게
하더라,하더라
기꽈?,그래?
못 들어주게,못 들었지.
나옵디다,나오던데
나완?,나왔어?
설친다고합디다게,설친다고 하더라
겅했댄,그렇게 했대.
기우꽈?,그래?
얘기하더라고,얘기하더라고
그,그
그것,그것
하지만,하지만
책임있주게,책임 있지.
그거를,그거를
잠궜수가,잠갔어?
잠간.,잠갔어
돼큰게,되겠다.
불안하주게,불안하지
상해,상해
모르크라,모르겠어.
도주해그넹 ,도주해서
정하는거 닮아,그렇게 하는 것 같아.
전여친이,전여친이
마씨?,맞아요?
같수다,같아요.
만나,만나
이수다게,있어.
잡힐거우다.,잡힐거예요.
잘해야 주게,잘해야지.
게메이,그니까
어떵할거라,어떻게 할거야
있땅가카?,있다가 갈까?
거마씨?,거야?
잘거,잘거야.
잡수게,자세요.
일어나네,일어나지.
보약이다,보약이다
가지고,가지고
쉬어야될크다,쉬어야 겠다.
없수다.,없어요.
먹어집니다게,먹어진다.
돼,돼
안됩니다,안됩니다
저,저
아들만,아들만
옵서게,오세요.
저번에도,저번에도
음식,음식
먹지말앙,먹지 말고
먹을까?,먹을까?
좋답디다게,좋다더라
배나,배나
설거지,설거지
햄서,해요.
나주게,나지
(()),(())
하더라고,하더라고
위험하댄마씨?,위험하대?
오토바이랜.,오토바이래.
완전,완전
전기차마시,전기차예요.
위험해마씨,위험해요.
다녀마씨,다니지
돼,돼
없으니까,없으니까
(()),(())
안사야주게,안 사야지.
다녀마씨?,다녀?
도대체,도대체
있어,있어
있어마씨,있어.
걸어가야될쳘?,걸어가야 돼?
돼마씨,돼.
정류장마시,정류장이야.
틀어놔,틀어놔
걸어가는데,걸어가는데
겅허여,그래.
니 어떵할거?,너 어떻게 할거야?
연구해봅시다,연구해봅시다
어성게만은,없어보이던데
한,한
그렇,그렇
돼수가?,됐어요?
됐어요,됐어요
해줘야되켜,해줘야겠다.
겅합서게,그렇게 하세요.
가야 될켜,가야 겠다.
가게마씀,갑시다.
농구하고,농구하고
하다가,하다가
거야,거야
물고기다,물고기다
걔는,걔는
좋다,좋다
좋댄,좋대
거겠지,거겠지
알았거든,알았거든
몇,몇
커보여,커보여
돼,돼
뚱뚱함,뚱뚱함
아니,아니
얼굴작아?,얼굴작아?
궁금해,궁금해
같애,같애
옆에(())이라고,옆에(())이라고
담배피다가,담배피다가
않,않아?
안가?,안가?
뭐,뭐
어딘데,어딘데
&company-name&,&company-name&
있고,있고
하네,하네
모르겐,모르겠어
울지마,울지마
놈,놈
뭔데,뭔데
언,없어
뭐,뭐
거,거
(()),(())
되면,되면
뭐야,뭐야
가소롭다(이)/(#이),가소롭다(이)/(#이)
내가,내가
본다고,본다고
거,거
형사과,형사과
중요한,중요한
일,일
그리고,그리고
싶거든,싶거든
필요하네,필요하네
아니,아니
힘들어,힘들어
맞을까봐,맞을까봐
약간,약간
있네,있네
형사,형사
언,없어
연체동물,연체동물
치면,치면
못써,못써
중,중
진짜,진짜
심각해,심각해
닮,같아
가지고,가지고
유도,유도
꿈꿔,꿈꿔
공부했었다고,공부했었다고
바라냐,바라냐
이거,이거
싶,싶어
검찰직,검찰직
그거는,그거는
생각한대,생각한대
법과목이고,법과목이고
(()),(())
인,있어
해,해
검찰직,검찰직
수능보듯,수능보듯
그치,그치
사람이었는데,사람이었는데
사람인데,사람인데
떨어젼,떨어졌어
붙언,붙었어
돼,돼
동갑,동갑
공부해,공부해
우와,우와
아니,아니
걔,걔
어,어
그거는(이)/(#이),그거는(이)/(#이)
하겠다,하겠다
해,해
아니더라,아니더라
봤언,봤었어
쳐도,쳐도
발품팔아서,발품팔아서
아니니까,아니니까
그,그
원이라더만,원이라더만
산,샀어
산보맨?,샀어보고있어?
것만,것만
들어야지,들어야지
갈꺼,갈꺼
끝내보케매,끝내볼게
올게,올게
심지어,심지어
뭔데,뭔데
하여튼,하여튼
옷은,옷은
그치,그치
기?,그래?
좋아하는디,좋아하는데
돼,돼
이서,있어
편해,편해
잔,잤어
이제,이제
겅하네,그러네
빠져서,빠져서
알아버려,알아버려
핸,했어
나,나
어,어
노와이어,노와이어
응,응
했었고,했었고
어,어
겠지,겠지
편하더라,편하더라
했언,했었어
사주던가,사주던가
편하다,편하다
노와이어,노와이어
브라렛도(이)/(#이),브라렛도(이)/(#이)
사버린거,사버린거
(()),(())
마냥,마냥
아닌가,아닌가
그것만,그것만
착샥,착샥
있나요?,있나요?
더,더
착용샷이수광,착용샷있어요
입어봅서,입어보세요
올렸는데,올렸는데
연락와가지고,연락와가지고
맞겠죠,맞겠죠
바지,바지
아니구나,아니구나
알았는데,알았는데
봐,봐
일자바지있네,일자바지있네
기구나,기구나
했냐,했냐
없잖아,없잖아
의미없는,의미없는
싫어,싫어
갖춰가지고,갖춰가지고
있네,있네
백수느낌,백수느낌
하는데,하는데
학생이고,학생이고
어른인데,어른인데
느낌,느낌
고딩,고딩
번지르르,번지르르
무서워,무서워
명품,명품
심각하게(이)/(#이),심각하게(이)/(#이)
많겠지만,많겠지만
짭이겠지,짭이겠지
산대(이)/(#이),산대(이)/(#이)
껌이더라,껌이더라
남자애들,남자애들
있더라,있더라
뭐냐,뭐냐
아이들,아이들
나는,나는
나오잖아,나오잖아
엄마껀데,엄마껀데
애가,애가
어,어
발렌티노연?,발렌티노였어?
앎?,알아?
나름,나름
알았네,알았네
제주여중학생,제주여중학생
걸까,걸까
않겠지,않겠지
짭짭짭,짭짭짭
비싸,비싸
심각,심각
그러더라,그러더라
이미테이션,이미테이션
아니,아니
웃긴게,웃긴게
있었는데,있었는데
가격에,가격에
하더래,하더래
와가지고,와가지고
가지고,가지고
보는데,보는데
에스급입니다,에스급입니다
해가지고,해가지고
알고,알고
사는디,사는데
어?,어?
신잖아,신잖아
살바에는,살바에는
꾸며가지고,꾸며가지고
가이,걔
돋아,돋아
힘들어간생,힘들어간모양
때릴라고,때릴라고
있나보다(이)/(#이),있나보다(이)/(#이)
&name&,&name&
다녀,다녀
조던,조던
