사투리,표준어
나는,나는
다,다
가야되,가야되
그냥,그냥
아이고,아이고
그냥,그냥
나갔잖아,나갔잖아
보증금을,보증금을
받는,받는
보증금,보증금
아이고,아이고
보증금,보증금
백,백
우리,우리
{laughing},{laughing}
나,나
집,집
잘도,잘도
싸게,싸게
이번에,이번에
들어온,들어온
사람은,사람은
그,그
집,집
아,아
저기,저기
년,년
전체,전체
천,천
이나,이나
이천,이천
오백,오백
난,난
그거,그거
그냥,그냥
사백,사백
에,에
백,백
받아,받아
어려운,어려운
사람,사람
아이구,아이구
기꺼,기꺼
같은,같은
것들,것들
아이고,아이고
그거,그거
정신,정신
나,나
진짜,진짜
마가,마가
껴도,껴도
마가,마가
겼지,겼지
아이들,아이들
이젠,이젠
진짜,진짜
징글징글,징글징글
나,나
그,그
후,후
로는,로는
사람을,사람을
다시,다시
보게되(어)/(#어),보게되(어)/(#어)
뭘,뭘
봐도,봐도
조심하게,조심하게
되고,되고
맞아,맞아
조심해야되,조심해야되
나가,나가
좀,좀
나도,나도
오지랖이,오지랖이
넓어가지고,넓어가지고
좀,좀
막,막
하는,하는
편인데,편인데
절대,절대
이제,이제
육지,육지
사람들한테,사람들한테
막,막
함부로,함부로
막,막
그렇게,그렇게
친절을,친절을
하거나,하거나
막,막
그럼,그럼
안되는거,안되는거
응,응
보상금,보상금
천,천
오백,오백
우리,우리
그때,그때
법에,법에
걸어져,걸어져
이사,이사
거기,거기
이제,이제
실수를,실수를
한,한
우리,우리
거를,거를
그,그
집,집
것도,것도
저장해,저장해
놔뒀던,놔뒀던
모양이라,모양이라
근데,근데
이제,이제
{laughing},{laughing}
잘못,잘못
아니,아니
집,집
하자있는,하자있는
이것저것,이것저것
보내,보내
온,온
우리한테,우리한테
작당하고,작당하고
들어가는,들어가는
애들,애들
돈,돈
사백,사백
에,에
백,백
짜리,짜리
집,집
(()),(())
천오백,천오백
하는,하는
사람이,사람이
(()),(())
천벌받지,천벌받지
또,또
무섭다,무섭다
무서워,무서워
그런,그런
사람들,사람들
걸릴까,걸릴까
봐,봐
아,아
조심해야,조심해야
돼요,돼요
하고,하고
딸,딸
관계가,관계가
안,안
닮은,닮은
데라고는,데라고는
하나도,하나도
없고,없고
하고,하고
서울에,서울에
하고,하고
대전에,대전에
집이,집이
우리,우리
거기,거기
계속,계속
무슨,무슨
압류,압류
통지서가,통지서가
자꾸,자꾸
날아오더라고,날아오더라고
뭐가,뭐가
문제인지,문제인지
사기치는,사기치는
사람들,사람들
집,집
왜,왜
제주도는,제주도는
습기,습기
문닫으면,문닫으면
습기,습기
차잖아,차잖아
그런,그런
걸,걸
노리는,노리는
거지,거지
육지는,육지는
그런거,그런거
없거든,없거든
그냥,그냥
(()),(())
하잖아,하잖아
바닥이,바닥이
(()),(())
그런데,그런데
여기는,여기는
그냥,그냥
물걸레질을,물걸레질을
해도,해도
빨리,빨리
안마르고,안마르고
하질,하질
않나,않나
{laughing},{laughing}
아이,아이
(()),(())
아이고,아이고
아,아
저,저
저,저
아침,아침
서귀포,서귀포
{laughing},{laughing}
아이고,아이고
아이고,아이고
큰일났져게,큰일났져게
(()),(())
우울한,우울한
이야기만,이야기만
아니,아니
머,머
머,머
다,다
일맥상통,일맥상통
{laughing},{laughing}
음,음
언니네도,언니네도
혹시,혹시
사삼,사삼
그건가,그건가
유가족?,유가족?
아니,아니
우리,우리
외할머니가,외할머니가
그랬었는데,그랬었는데
돌아가셨어,돌아가셨어
아,아
그게,그게
등록,등록
안해요,안해요
유가족,유가족
아니,아니
외할머니니까,외할머니니까
우린,우린
상관없지,상관없지
저기,저기
외삼촌,외삼촌
쪽으로,쪽으로
가지,가지
아아,아아
되는거구나,되는거구나
나는,나는
유가족,유가족
할머니가,할머니가
우리,우리
할머니,할머니
성할머니,성할머니
응,응
사삼,사삼
그거,그거
사건,사건
피해자다,피해자다
우리가,우리가
그,그
자손으로,자손으로
등록이,등록이
그,그
것도,것도
이번에,이번에
응,응
근데,근데
혜택이,혜택이
아무것도,아무것도
왜,왜
그냥,그냥
등록,등록
됐습니다,됐습니다
끝,끝
발급증,발급증
하나,하나
끝,끝
{laughing},{laughing}
나,나
한,한
육십오세,육십오세
넘어서,넘어서
넘어야,넘어야
병원비,병원비
같지가,같지가
사삼,사삼
유가족,유가족
감면하는거,감면하는거
이신디,이신디
나,나
그,그
나이,나이
지금,지금
아이구,아이구
{laughing},{laughing}
그거,그거
받나,받나
진짜,진짜
{laughing},{laughing}
아픈,아픈
나,나
나는,나는
없고,없고
아니,아니
할아범,할아범
없고,없고
그,그
아,아
할머니,할머니
우리,우리
할머니,할머니
쪽에,쪽에
그,그
쪽,쪽
가족들도,가족들도
요번에,요번에
그,그
대전형무소에서,대전형무소에서
시신,시신
그것도,그것도
우리,우리
고모,고모
이제,이제
거기서,거기서
소식이,소식이
없,없
이제,이제
감감,감감
무소식,무소식
거기,거기
나온,나온
것이,것이
꼭,꼭
그거,그거
시신,시신
응,응
있는,있는
상황,상황
우리,우리
피해,피해
많이,많이
그거,그거
충격,충격
서른여덟,서른여덟
에,에
일찍,일찍
돌아가셨지,돌아가셨지
아니,아니
아버지가,아버지가
고생,고생
많이,많이
했겠네,했겠네
아유,아유
고생은,고생은
말도,말도
못했지,못했지
우리,우리
할머니가,할머니가
이제,이제
우리,우리
내년에,내년에
백이십,백이십
세,세
언니,언니
응,응
그러니까,그러니까
할머니가의,할머니가의
아니,아니
아니,아니
그,그
대단한거지(게)/(#게),대단한거지(게)/(#게)
나는,나는
못산다,못산다
{laughing},{laughing}
나,나
지금,지금
혼자,혼자
지금,지금
혼자이긴,혼자이긴
하다만은,하다만은
제주도,제주도
사람들,사람들
이제,이제
죽으나,죽으나
사나,사나
응,응
그,그
사삼,사삼
이야기,이야기
들어본,들어본
적,적
응,응
그,그
당사자한테?,당사자한테?
아니,아니
저,저
가끔,가끔
어른들,어른들
옛날에,옛날에
이제,이제
그,그
저,저
먼,먼
얘기밖에,얘기밖에
안(들언)/(들었어),안(들언)/(들었어)
그,그
일본,일본
습격해,습격해
오고,오고
할때,할때
응,응
요,요
비양도,비양도
쾅쾅,쾅쾅
난리,난리
나고,나고
막,막
해난,해난
얘기,얘기
그런,그런
얘기,얘기
밖에,밖에
안해,안해
나,나
나는,나는
이제,이제
난,난
이제,이제
나는,나는
직접적으로,직접적으로
듣잖아,듣잖아
우리,우리
죽기,죽기
전에,전에
어떤,어떤
일이,일이
있었냐면,있었냐면
우리,우리
이제,이제
그때가,그때가
그때,그때
한,한
막,막
밤,밤
깊을,깊을
때,때
지금,지금
따지면,따지면
새벽,새벽
밤,밤
열,열
두시,두시
새벽,새벽
한,한
두시,두시
쯤,쯤
응,응
그,그
시간에,시간에
갑자기,갑자기
밖에서,밖에서
우리,우리
식칼,식칼
그,그
부엌,부엌
칼,칼
식칼,식칼
있잖아,있잖아
(()),(())
들을,들을
탕탕이,탕탕이
쇅쇅,쇅쇅
소리,소리
아,아
응,응
소리가,소리가
먼저,먼저
할망이,할망이
귀가,귀가
먼저,먼저
갑자기,갑자기
그,그
총,총
있자나,있자나
총,총
응,응
총으로,총으로
찰그락,찰그락
찰그락,찰그락
하면서,하면서
겁,겁
주는,주는
소리가,소리가
나더래,나더래
거기,거기
남자있으면,남자있으면
(()),(())
어,어
바짝,바짝
겁이,겁이
나,나
난,난
거지,거지
밖에,밖에
저기,저기
누구,누구
도망간,도망간
거지,거지
그런데,그런데
그,그
때는,때는
그,그
마을마다,마을마다
그,그
성,성
돌담이,돌담이
있었잖아,있었잖아
언니야,언니야
응,응
성곽,성곽
응,응
이제,이제
이제,이제
집에서,집에서
도망가고,도망가고
그,그
폭도들,폭도들
산에서,산에서
내려,내려
온,온
게네들,게네들
우리,우리
다,다
죽어,죽어
잖아,잖아
남자(이시믄)/(있으면),남자(이시믄)/(있으면)
다,다
여기,여기
남자,남자
애기,애기
잠자는,잠자는
애들만,애들만
보여주고,보여주고
돈,돈
얘기,얘기
빨리,빨리
막,막
아니?,아니?
도망,도망
성곽에,성곽에
거기서,거기서
뛰어내린(거라)/(거야),뛰어내린(거라)/(거야)
근데,근데
거기가,거기가
대나무를,대나무를
놔뒀던,놔뒀던
모양(이라)/(이야),모양(이라)/(이야)
아,아
응,응
대나무,대나무
이제,이제
밑동이,밑동이
응,응
(()),(())
삐죽삐죽,삐죽삐죽
하잖아,하잖아
날카로워,날카로워
응,응
거기,거기
간,간
그것이,그것이
(()),(())
발등을,발등을
관통,관통
피,피
도망,도망
한,한
며칠을,며칠을
숨어,숨어
다시,다시
집에,집에
사람,사람
몰골이,몰골이
말이,말이
아닌거,아닌거
아니,아니
사람이,사람이
넋이,넋이
나가,나가
그,그
발등은,발등은
발등이,발등이
찍힌데로,찍힌데로
곪아,곪아
약이,약이
골골하고,골골하고
계속,계속
뭐,뭐
했지,했지
결국은,결국은
죽어,죽어
돌아가셔,돌아가셔
더,더
억울한거지,억울한거지
우리,우리
그래,그래
의,의
이제,이제
아버지,아버지
이제,이제
하,하
할머니의,할머니의
아버지가,아버지가
나한테는,나한테는
증조,증조
될건가?,될건가?
이제,이제
거기,거기
동네에도,동네에도
우리,우리
하,하
그,그
이때,이때
당시때,당시때
할머니네,할머니네
아버지가,아버지가
증조,증조
할아버지가,할아버지가
그,그
동네,동네
학교에,학교에
그,그
청소하는,청소하는
반장을,반장을
아,아
그,그
사람들이,사람들이
청소를,청소를
잘,잘
시키게,시키게
막,막
그,그
동네에서,동네에서
이제,이제
그거지,그거지
우리,우리
그,그
되게,되게
미웟던(거라)/(거야),미웟던(거라)/(거야)
증조,증조
질투하는,질투하는
놈들,놈들
있잖아,있잖아
그,그
놈,놈
그,그
사람이랑,사람이랑
저,저
사람은,사람은
고발을,고발을
그냥,그냥
제주도,제주도
그,그
자리에서,자리에서
바로,바로
집에,집에
저기,저기
직접,직접
우리,우리
아니,아니
우리,우리
이제,이제
저,저
뭐,뭐
하니까,하니까
근데,근데
이제,이제
할머니,할머니
우리,우리
할머니네,할머니네
여동생,여동생
여동생이,여동생이
나한테,나한테
고모,고모
될,될
사람이,사람이
아버지,아버지
데려가지,데려가지
우리,우리
데려가지,데려가지
막,막
같이,같이
둘,둘
다,다
총으로,총으로
쏴,쏴
것도,것도
아니고,아니고
예전에는,예전에는
그,그
총알도,총알도
아깝다,아깝다
대나무,대나무
이,이
목들에,목들에
그,그
혈관,혈관
흐르는,흐르는
자리,자리
팍,팍
팍,팍
피,피
피,피
낭자하게,낭자하게
둘이,둘이
그래,그래
그,그
아까,아까
대전,대전
형무소에서,형무소에서
나온,나온
한,한
명은,명은
계속,계속
저,저
집안은,집안은
한번,한번
몇,몇
개,개
동생이,동생이
저,저
집안은,집안은
저런거,저런거
다,다
할머,할머
우리,우리
고모,고모
될,될
사람,사람
한,한
명은,명은
거기,거기
대전,대전
형무소,형무소
끌려가서,끌려가서
소식도,소식도
없지,없지
피해가,피해가
우리,우리
지금,지금
그,그
백이,백이
세,세
된,된
고생을,고생을
엄청나게,엄청나게
해도,해도
정신이,정신이
멀쩡하나,멀쩡하나
그,그
액을,액을
다,다
걸어줍니다,걸어줍니다
속상하지,속상하지
아이구,아이구
야,야
얼마나,얼마나
그,그
땐,땐
참,참
억울하고,억울하고
분통이,분통이
그거,그거
이야기할때,이야기할때
진짜,진짜
말도,말도
진짜,진짜
속에서가,속에서가
속이,속이
다,다
속도,속도
안남은거,안남은거
같더라고,같더라고
우린,우린
상상도,상상도
못,못
해,해
지금,지금
너무,너무
편안한,편안한
생활을,생활을
아,아
생각해봐,생각해봐
그,그
그,그
때는,때는
기름,기름
그,그
정유,정유
불,불
붙여,붙여
가지고,가지고
촛불,촛불
하더라고,하더라고
그런,그런
아무,아무
것도,것도
가로등이,가로등이
뭐가,뭐가
그,그
소리만,소리만
들어도,들어도
섬짓,섬짓
하지,하지
않해?,않해?
나는,나는
그,그
얘기,얘기
섬짓,섬짓
하더라고,하더라고
시신도,시신도
못,못
동네,동네
어디,어디
다,다
한꺼번에,한꺼번에
묻어,묻어
그,그
썩은,썩은
거,거
백골,백골
돌아오는,돌아오는
그런,그런
어려운,어려운
시절이,시절이
{laughing},{laughing}
가족,가족
얘기,얘기
하면,하면
비참한,비참한
얘기,얘기
밖에,밖에
제주도는,제주도는
애휴,애휴
진짜,진짜
딱,딱
우리,우리
잔뜩,잔뜩
고생,고생
했지,했지
크고,크고
재산이,재산이
뭐가,뭐가
다,다
몰수해,몰수해
가,가
그나마,그나마
편해지는게,편해지는게
우리,우리
나,나
그,그
집,집
어저께,어저께
한테,한테
바락바락,바락바락
{laughing},{laughing}
우리,우리
아버지,아버지
(()),(())
언니도,언니도
한번,한번
봐,봐
봐,봐
나,나
나가,나가
막,막
너무,너무
얘기,얘기
지겨울(거여)/(거야),지겨울(거여)/(거야)
아니,아니
아니,아니
잘,잘
들었지,들었지
나는,나는
또,또
이제,이제
그런,그런
얘기는,얘기는
또,또
처음,처음
들으니까,들으니까
이,이
중에,중에
이런,이런
얘기를,얘기를
하지,하지
못하니까,못하니까
그런데,그런데
사람들이,사람들이
나,나
걱정,걱정
보면은,보면은
아이고,아이고
그,그
거는,거는
겉모습,겉모습
거기,거기
나왔던,나왔던
곡들도,곡들도
클래식,클래식
음악도,음악도
좋고,좋고
시크릿,시크릿
가든도,가든도
오에스티가,오에스티가
되게,되게
잘,잘
음,음
시크릿,시크릿
같은,같은
오에스티도,오에스티도
괜찮고,괜찮고
뭐,뭐
요즘에는,요즘에는
또,또
이제,이제
나는,나는
또,또
내가,내가
말했다시피,말했다시피
복고에,복고에
완전,완전
빠져가지고,빠져가지고
그~,그~
만화영화,만화영화
주제가도,주제가도
가끔,가끔
그러면,그러면
그러고,그러고
또,또
이제,이제
유투브에서,유투브에서
보면은,보면은
옛날에,옛날에
투니버스,투니버스
보던,보던
그,그
보면은,보면은
그런것도,그런것도
너무,너무
좋은거,좋은거
기분이,기분이
나는,나는
뭔가,뭔가
복고를,복고를
흠,흠
복고가,복고가
사람들이,사람들이
좋아하는,좋아하는
이유가,이유가
그거래,그거래
그~,그~
지금,지금
현재,현재
상황이,상황이
너무,너무
힘드니까,힘드니까
과거에,과거에
행복했던,행복했던
그,그
((xxx)),((xxx))
그리워해서,그리워해서
복고가,복고가
유행을,유행을
하는,하는
거래,거래
음,음
근데,근데
나는,나는
뭐,뭐
과거에도,과거에도
그렇게,그렇게
회피하지는,회피하지는
않았던,않았던
것,것
같은데,같은데
복고,복고
생각을,생각을
하면,하면
그렇게,그렇게
좋아해,좋아해
재밌고,재밌고
음,음
그래서,그래서
그,그
뭐,뭐
아까도,아까도
그,그
나,나
코난,코난
코난노래,코난노래
너무,너무
벅차게,벅차게
노래,노래
{laughing},{laughing}
{singing},{singing}
{laughing},{laughing}
{singing},{singing}
와,와
이거,이거
음,음
{singing},{singing}
어,어
그거,그거
들었었는데,들었었는데
너무,너무
그,그
가사가,가사가
옛날엔,옛날엔
아무,아무
생각없이,생각없이
지금,지금
가사를,가사를
들으면,들으면
너무,너무
음,음
뭐,뭐
지금,지금
뭐,뭐
맨날,맨날
맨날,맨날
막,막
사건,사건
터지고,터지고
뉴스터지고,뉴스터지고
어,어
근데,근데
그,그
코난이,코난이
했던,했던
말이,말이
틀린,틀린
말이,말이
아니라면서,아니라면서
음,음
아침에,아침에
눈을,눈을
뜨며,뜨며
뭔,뭔
사건이,사건이
또,또
터졌을까,터졌을까
봐요,봐요
{laughing},{laughing}
공개됐다고,공개됐다고
오,오
맞네,맞네
어,어
근데,근데
이거,이거
상관없는,상관없는
코난,코난
아직도,아직도
아직도,아직도
그거,그거
아직도,아직도
그,그
검은,검은
그,그
거기,거기
정체가,정체가
다,다
안,안
밝혀져가지고,밝혀져가지고
아직도,아직도
하고,하고
그거,그거
작가,작가
죽을,죽을
때까지,때까지
안,안
끝날,끝날
것,것
나,나
그,그
끝나면,끝나면
그거,그거
끝나진,끝나진
그,그
두목만,두목만
정체가,정체가
아,아
정체를,정체를
나는,나는
그,그
안,안
본,본
지가,지가
한,한
오,오
년이넘어,년이넘어
불렀는데,불렀는데
그,그
그~,그~
두목이,두목이
무슨,무슨
어떤,어떤
사건에,사건에
목격자였나,목격자였나
뭐로,뭐로
나왔던,나왔던
음,음
앗,앗
나오긴,나오긴
했던,했던
사람이구나,사람이구나
한번,한번
비춰진,비춰진
사람이구나,사람이구나
할아버지로,할아버지로
한,한
번,번
나왔던,나왔던
오,오
오,오
어,어
복고,복고
아,아
나는,나는
그런건,그런건
음악,음악
같은,같은
게,게
가끔,가끔
가다가,가다가
뭐,뭐
길,길
가다가,가다가
옛날,옛날
음악이든,음악이든
그,그
그런거,그런거
뭐,뭐
옛날에,옛날에
여자친구가,여자친구가
있었든,있었든
아니면,아니면
잘,잘
되다가,되다가
안,안
될,될
뻔했던,뻔했던
그런,그런
경우가,경우가
있을,있을
꺼,꺼
응,응
근데,근데
뭐,뭐
예를,예를
들어서,들어서
뭐,뭐
옛날,옛날
여자친구,여자친구
컬러링이라든지,컬러링이라든지
거의,거의
그,그
사람에,사람에
관련된,관련된
누구를,누구를
생각하면,생각하면
딱,딱
떠오르는,떠오르는
그,그
노래가,노래가
있을,있을
것,것
예,예
뭐,뭐
그런,그런
거,거
들으면,들으면
가끔가다가,가끔가다가
조금,조금
기분이,기분이
이상할때가,이상할때가
그러니까,그러니까
이게,이게
기분이,기분이
나쁘다가,나쁘다가
아니고,아니고
뭐,뭐
그때,그때
생각이,생각이
많이,많이
나기도,나기도
하고,하고
아,아
이때,이때
이랬었지,이랬었지
뭐,뭐
그때는,그때는
저랬었지,저랬었지
이런거,이런거
음악이,음악이
그,그
감정이,감정이
뭐냐,뭐냐
이제,이제
음악을,음악을
갔다가,갔다가
이제,이제
사람이랑,사람이랑
엮어서,엮어서
생각했을,생각했을
때,때
보면,보면
잘도,잘도
느낌이,느낌이
다른거,다른거
같은,같은
음악이라도,음악이라도
다른,다른
느낌으로,느낌으로
다가오,다가오
다가오기도,다가오기도
하는,하는
거,거
그냥,그냥
뭐,뭐
어떤,어떤
노래,노래
들으면,들으면
누가,누가
생각나고,생각나고
막,막
이런,이런
거,거
있고,있고
뭐,뭐
응,응
그런거보면,그런거보면
그냥,그냥
취미로,취미로
듣는,듣는
것도,것도
그냥,그냥
그,그
사람이랑,사람이랑
사귀고,사귀고
만나면서,만나면서
뭐,뭐
그게,그게
뭐,뭐
뭐,뭐
여자친구도,여자친구도
있고,있고
그,그
친한,친한
친구일,친구일
수도,수도
있는,있는
거고,거고
뭐,뭐
가족이,가족이
될,될
수도,수도
있는,있는
것,것
누구의,누구의
십팔번이었다,십팔번이었다
이런,이런
걸,걸
하다,하다
보면,보면
그냥,그냥
그런,그런
거,거
생각하면,생각하면
음악,음악
듣는게,듣는게
좀,좀
새로울,새로울
때,때
평소에,평소에
듣는,듣는
거랑,거랑
그런거,그런거
연관해서,연관해서
들어보면,들어보면
완전히,완전히
다른,다른
의미가,의미가
그게,그게
좋은거,좋은거
나는,나는
예,예
(()),(())
아마,아마
내,내
전,전
남자,남자
친구는,친구는
내가,내가
맨날,맨날
불러줬던,불러줬던
자장가를,자장가를
듣지,듣지
못할,못할
엇,엇
그럴,그럴
{laughing},{laughing}
뭘,뭘
이렇게,이렇게
당황,당황
그,그
난,난
아니,아니
당황한게,당황한게
아니고,아니고
난,난
장난칠,장난칠
내가,내가
장난칠,장난칠
뻔하다가,뻔하다가
하면,하면
안될,안될
것,것
같아,같아
가지구,가지구
{laughing},{laughing}
난,난
생각,생각
뭐,뭐
뭐냐,뭐냐
나,나
전에,전에
있던,있던
아이들은,아이들은
내가,내가
뭐,뭐
그런,그런
거,거
나도,나도
뭐,뭐
잘한거,잘한거
아니면,아니면
그런,그런
경우가,경우가
있을,있을
거,거
그런데,그런데
이제,이제
아마,아마
딴놈이,딴놈이
불러줄,불러줄
{laughing},{laughing}
전,전
남자친구는,남자친구는
딴,딴
딴,딴
여자가,여자가
불러줄,불러줄
거고,거고
이제,이제
알아서,알아서
자기네,자기네
이제,이제
자기,자기
상황에,상황에
맞춰서,맞춰서
하면,하면
되는,되는
거지,거지
((xxx)),((xxx))
{clearing},{clearing}
아마,아마
딴,딴
놈이,놈이
불러줄거고,불러줄거고
이제,이제
나는,나는
이제,이제
나한테,나한테
불러줄,불러줄
사람을,사람을
거,거
하니까,하니까
좀,좀
기분이,기분이
좀,좀
안,안
좋네,좋네
{laughing},{laughing}
(()),(())
음,음
그,그
말을,말을
왜,왜
했을까,했을까
{laughing},{laughing}
잘도,잘도
아,아
아니,아니
그거,그거
다,다
뭐,뭐
그런데,그런데
그,그
&name1&씨는,&name1&씨는
아마,아마
그,그
갑목((xx)),갑목((xx))
아닌가,아닌가
뭐,뭐
엄마한테,엄마한테
제가,제가
아,아
아이,아이
여복은,여복은
있는,있는
그래서,그래서
아마,아마
괜찮을,괜찮을
어,어
그,그
갑목인거,갑목인거
어,어
그거,그거
나,나
전에,전에
그,그
생년월일,생년월일
내가,내가
물어본,물어본
적,적
있는,있는
것,것
&social-security-num&,&social-security-num&
그러니까,그러니까
나도,나도
왜,왜
그,그
사주팔자를,사주팔자를
궁금해,궁금해
가지고,가지고
한번,한번
검색을,검색을
해신디,해신디
나는,나는
남들은,남들은
불,불
나온다,나온다
물,물
나온다,나온다
뭐,뭐
흙,흙
나온다,나온다
나는,나는
나무,나무
갑목이라,갑목이라
그런지,그런지
이게,이게
예,예
갑목은,갑목은
그래도,그래도
여자,여자
복은,복은
아,아
((xx)),((xx))
나가서,나가서
요새,요새
나갈,나갈
일이,일이
그리고,그리고
나,나
만나질,만나질
사람도,사람도
나와야,나와야
만나지,만나지
무슨,무슨
아,아
요새는,요새는
접점이,접점이
요샌,요샌
나도,나도
공부,공부
접점이,접점이
예전에는,예전에는
그래도,그래도
막,막
왔다갔다,왔다갔다
할,할
때는,때는
이거,이거
빨리,빨리
취직하고,취직하고
해야,해야
좋을,좋을
것,것
이것도,이것도
나가,나가
일단,일단
내,내
앞길이,앞길이
먼저,먼저
뭐라,뭐라
그랬냐,그랬냐
나,나
먹고살기,먹고살기
힘드니까,힘드니까
그런,그런
솔직히,솔직히
생각도,생각도
많이,많이
안나는,안나는
것도,것도
나부터,나부터
신경,신경
써야지,써야지
그런데,그런데
좋을것,좋을것
{laughing},{laughing}
하나,하나
요새는,요새는
도닦는,도닦는
요새,요새
사는거,사는거
보면,보면
진짜,진짜
{laughing},{laughing}
도닦는,도닦는
요새,요새
((xx)),((xx))
아,아
아이,아이
뭐,뭐
그것도,그것도
뭐,뭐
그걸,그걸
떠나서,떠나서
아,아
우리,우리
주제가,주제가
잘도,잘도
이상한데로,이상한데로
{laughing},{laughing}
음악이나,음악이나
영화랑,영화랑
드라마,드라마
이,이
쪽이니까,쪽이니까
뭐,뭐
어,어
음,음
아,아
영화,영화
영화하고,영화하고
음악,음악
같은,같은
것도,것도
뭐,뭐
뭐,뭐
많이,많이
많이,많이
영화,영화
영화,영화
뭐,뭐
프로즌도,프로즌도
진짜,진짜
오에스티는,오에스티는
좋은데,좋은데
어떤,어떤
거,거
겨울왕국,겨울왕국
겨울왕국,겨울왕국
겨울왕국,겨울왕국
아,아
나,나
그거,그거
한,한
번도,번도
그냥,그냥
오에스티만,오에스티만
들어야겠다,들어야겠다
아이,아이
그,그
애니메이션을,애니메이션을
난,난
막,막
좋아하진,좋아하진
((xxxx)),((xxxx))
그걸,그걸
어떻게,어떻게
안,안
볼,볼
수가,수가
있지,있지
그냥,그냥
다들,다들
그냥,그냥
올라프,올라프
얘기하면,얘기하면
아,아
올라프,올라프
하고,하고
그,그
다음에,다음에
이제,이제
뭐,뭐
엇,엇
인투,인투
디,디
언노우,언노우
어,어
{singing},{singing}
그거,그거
정도만,정도만
알면,알면
된다고,된다고
해,해
가지고,가지고
한데,한데
(()),(())
애니메이션을,애니메이션을
별로,별로
좋아하지는,좋아하지는
나는,나는
그건,그건
옛날에,옛날에
하다가,하다가
주토피아인가,주토피아인가
아,아
그거는,그거는
좀,좀
내용이,내용이
그건,그건
내용이,내용이
좀,좀
심오하기도,심오하기도
해서,해서
재밌는것,재밌는것
겨울왕국은,겨울왕국은
굳이,굳이
뭘,뭘
뭐가,뭐가
아니오,아니오
굳이,굳이
보고,보고
싶진,싶진
않아가지고,않아가지고
그건,그건
굳이,굳이
내가,내가
안,안
보더라도,보더라도
이미,이미
다,다
노래가,노래가
에,에
다,다
이미,이미
노래가,노래가
알려져,알려져
흐흐,흐흐
잘,잘
나는,나는
아,아
아,아
나,나
어,어
작년에,작년에
기생충이,기생충이
날렸,날렸
날려,날려
완전,완전
인기,인기
예,예
나,나
그,그
기생충에서,기생충에서
그,그
그~,그~
빛을,빛을
하고,하고
비틀즈,비틀즈
음악이라고,음악이라고
해야되나,해야되나
깔리는,깔리는
전주라고,전주라고
해야되나,해야되나
아,아
이제,이제
가족들이,가족들이
위,위
층에서,층에서
지하로,지하로
내려갈,내려갈
때,때
이제,이제
약간,약간
벙커,벙커
내려가,내려가
벙커에,벙커에
벙커,벙커
내려갈,내려갈
때,때
그,그
되게,되게
바이올린,바이올린
키는,키는
그,그
시,시
약간,약간
좀,좀
긴장감,긴장감
있는,있는
음악,음악
그게,그게
너무,너무
한때,한때
그것만,그것만
나는,나는
어,어
계속,계속
그것만,그것만
듣고,듣고
그냥,그냥
그것만,그것만
쳐다보고,쳐다보고
그런데,그런데
단점은,단점은
그거,그거
그걸,그걸
한시간짜리,한시간짜리
따라서,따라서
한,한
시간짜리를,시간짜리를
듣고,듣고
막,막
어,어
그렇게,그렇게
많이,많이
나는,나는
약간,약간
꽂히는,꽂히는
스타일이긴,스타일이긴
하네,하네
음악이,음악이
그런데,그런데
그것도,그것도
하루,하루
이틀,이틀
하루,하루
이틀,이틀
들으면,들으면
아,아
들을,들을
만큼,만큼
들었다,들었다
다른거,다른거
듣자,듣자
이렇게,이렇게
하고,하고
근데,근데
애초에,애초에
음악,음악
자체는,자체는
그냥,그냥
내가,내가
듣고,듣고
싶을,싶을
때,때
듣는,듣는
스타일,스타일
막,막
누굴,누굴
좋아한다,좋아한다
그런,그런
것까지는,것까지는
아니고,아니고
근데,근데
그런,그런
건,건
막,막
영화,영화
오에스티거나,오에스티거나
뭐,뭐
드라마나,드라마나
영화,영화
같은,같은
오에스티,오에스티
보면,보면
그리고,그리고
그,그
복고,복고
하니까,하니까
그거,그거
한번,한번
추천해,추천해
응답하라,응답하라
일구구칠,일구구칠
이랑,이랑
일구,일구
구구사,구구사
(()),(())
에,에
잼있다고,잼있다고
하더라구요,하더라구요
난,난
아,아
그거,그거
봐야,봐야
될,될
것,것
복고,복고
딱,딱
((은호만)),((은호만))
빼고,빼고
다,다
(봤주게.)(봤다.),(봤주게.)(봤다.)
아,아
그,그
응답하라,응답하라
일구팔팔이,일구팔팔이
마지막에,마지막에
나가,나가
그걸,그걸
안,안
봤는데,봤는데
친구들이,친구들이
다들,다들
왜,왜
그걸,그걸
안,안
받냐고,받냐고
할,할
정도로,정도로
응팔,응팔
이,이
제일,제일
재밌다고,재밌다고
하는거,하는거
그런데,그런데
나는,나는
응사가,응사가
제일,제일
재밌는거,재밌는거
응답하라,응답하라
구십사,구십사
그게,그게
그래서,그래서
근데,근데
그거,그거
보면,보면
거기에,거기에
나오는,나오는
그,그
당시,당시
시대배경으로,시대배경으로
해서,해서
나오는,나오는
응칠,응칠
같은,같은
경우에는,경우에는
구십칠년도,구십칠년도
음악,음악
같은,같은
거,거
보면,보면
막,막
이제,이제
에이치오티나,에이치오티나
막,막
젝스키스,젝스키스
그런,그런
사람들,사람들
나온다고,나온다고
치면,치면
응사,응사
노래는,노래는
멋있었지,멋있었지
암튼,암튼
그때,그때
당시에,당시에
구십사년도도,구십사년도도
나오고,나오고
